2014-08-21 14:11:47,235 [ModalContext] WARN  o.e.m.i.discovery.MavenDiscovery - CatalogItem org.eclipse.m2e.discovery.lifecyclemapping.m2e-egit does not contain lifecycle mapping metadata
2014-08-21 14:16:45,040 [Worker-9] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory /home/msffayaza/GitHub/carbon-apimgt/components/apimgt/org.wso2.carbon.apimgt.interceptor/src/main/resources
2014-08-21 14:16:45,042 [Worker-9] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2014-08-21 14:16:45,043 [Worker-9] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory /home/msffayaza/GitHub/carbon-apimgt/components/apimgt/org.wso2.carbon.apimgt.interceptor/src/test/resources
2014-08-21 14:18:57,911 [Worker-3] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2014-08-21 14:18:57,911 [Worker-3] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory /home/msffayaza/GitHub/carbon-apimgt/components/apimgt/org.wso2.carbon.apimgt.api/src/main/resources
2014-08-21 14:18:57,912 [Worker-3] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2014-08-21 14:18:57,913 [Worker-3] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory /home/msffayaza/GitHub/carbon-apimgt/components/apimgt/org.wso2.carbon.apimgt.api/src/test/resources
2014-08-21 14:18:57,918 [Worker-3] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2014-08-21 14:18:57,918 [Worker-3] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory /home/msffayaza/GitHub/carbon-apimgt/components/apimgt/org.wso2.carbon.apimgt.keymgt.client/src/main/resources
2014-08-21 14:18:57,920 [Worker-3] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2014-08-21 14:18:57,920 [Worker-3] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory /home/msffayaza/GitHub/carbon-apimgt/components/apimgt/org.wso2.carbon.apimgt.keymgt.client/src/test/resources
2014-08-21 14:18:57,933 [Worker-3] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2014-08-21 14:18:57,934 [Worker-3] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2014-08-21 14:18:57,935 [Worker-3] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2014-08-21 14:18:57,935 [Worker-3] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2014-08-21 14:18:57,945 [Worker-3] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2014-08-21 14:18:57,946 [Worker-3] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2014-08-21 14:18:57,947 [Worker-3] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2014-08-21 14:18:57,948 [Worker-3] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory /home/msffayaza/GitHub/carbon-apimgt/components/apimgt/org.wso2.carbon.apimgt.keymgt/src/test/resources
2014-08-21 14:18:57,968 [Worker-3] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2014-08-21 14:18:57,969 [Worker-3] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2014-08-21 14:18:57,971 [Worker-3] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2014-08-21 14:18:57,971 [Worker-3] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory /home/msffayaza/GitHub/carbon-apimgt/components/apimgt/org.wso2.carbon.apimgt.gateway/src/test/resources
2014-08-21 14:18:57,984 [Worker-3] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2014-08-21 14:18:57,984 [Worker-3] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2014-08-21 14:18:57,986 [Worker-3] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2014-08-21 14:18:57,987 [Worker-3] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory /home/msffayaza/GitHub/carbon-apimgt/components/apimgt/org.wso2.carbon.apimgt.usage/org.wso2.carbon.apimgt.usage.analyzer/src/test/resources
2014-08-21 14:18:58,009 [Worker-3] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2014-08-21 14:18:58,009 [Worker-3] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory /home/msffayaza/GitHub/carbon-apimgt/components/apimgt/org.wso2.carbon.apimgt.hostobjects/src/main/resources
2014-08-21 14:18:58,011 [Worker-3] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2014-08-21 14:18:58,011 [Worker-3] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory /home/msffayaza/GitHub/carbon-apimgt/components/apimgt/org.wso2.carbon.apimgt.hostobjects/src/test/resources
2014-08-21 14:18:58,020 [Worker-3] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2014-08-21 14:18:58,020 [Worker-3] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory /home/msffayaza/GitHub/carbon-apimgt/components/apimgt/org.wso2.carbon.apimgt.core/src/main/resources
2014-08-21 14:18:58,022 [Worker-3] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2014-08-21 14:18:58,022 [Worker-3] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory /home/msffayaza/GitHub/carbon-apimgt/components/apimgt/org.wso2.carbon.apimgt.core/src/test/resources
2014-08-21 14:18:58,031 [Worker-3] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2014-08-21 14:18:58,031 [Worker-3] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory /home/msffayaza/GitHub/carbon-apimgt/components/apimgt/org.wso2.carbon.apimgt.startup.publisher/src/main/resources
2014-08-21 14:18:58,032 [Worker-3] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2014-08-21 14:18:58,032 [Worker-3] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory /home/msffayaza/GitHub/carbon-apimgt/components/apimgt/org.wso2.carbon.apimgt.startup.publisher/src/test/resources
2014-08-21 14:18:58,041 [Worker-3] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2014-08-21 14:18:58,042 [Worker-3] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory /home/msffayaza/GitHub/carbon-apimgt/components/apimgt/org.wso2.carbon.apimgt.interceptor/src/main/resources
2014-08-21 14:18:58,043 [Worker-3] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2014-08-21 14:18:58,043 [Worker-3] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory /home/msffayaza/GitHub/carbon-apimgt/components/apimgt/org.wso2.carbon.apimgt.interceptor/src/test/resources
2014-08-21 14:18:59,279 [Worker-3] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2014-08-21 14:18:59,300 [Worker-3] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory /home/msffayaza/GitHub/carbon-apimgt/components/apimgt/org.wso2.carbon.apimgt.usage/org.wso2.carbon.apimgt.usage.publisher/src/main/resources
2014-08-21 14:18:59,302 [Worker-3] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2014-08-21 14:18:59,303 [Worker-3] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory /home/msffayaza/GitHub/carbon-apimgt/components/apimgt/org.wso2.carbon.apimgt.usage/org.wso2.carbon.apimgt.usage.publisher/src/test/resources
2014-08-21 14:18:59,329 [Worker-3] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2014-08-21 14:18:59,330 [Worker-3] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory /home/msffayaza/GitHub/carbon-apimgt/components/apimgt/org.wso2.carbon.apimgt.usage/org.wso2.carbon.apimgt.usage.client/src/main/resources
2014-08-21 14:18:59,332 [Worker-3] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2014-08-21 14:18:59,332 [Worker-3] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory /home/msffayaza/GitHub/carbon-apimgt/components/apimgt/org.wso2.carbon.apimgt.usage/org.wso2.carbon.apimgt.usage.client/src/test/resources
2014-08-21 14:38:21,568 [Worker-8] INFO  c.n.h.c.p.n.NettyAsyncHttpProvider - Number of application's worked threads is 8
2014-08-21 14:38:22,807 [New I/O client worker #55-1] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded http://maven.wso2.org/nexus/content/groups/wso2-public/org/wso2/carbon/org.wso2.carbon.logging/4.3.0-SNAPSHOT/org.wso2.carbon.logging-4.3.0-SNAPSHOT-sources.jar
2014-08-21 14:38:22,812 [Worker-8] INFO  c.n.h.c.p.n.NettyAsyncHttpProvider - Number of application's worked threads is 8
2014-08-21 14:38:23,286 [New I/O client worker #56-1] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded http://maven.wso2.org/nexus/content/repositories/releases/org/wso2/carbon/org.wso2.carbon.logging/4.3.0-SNAPSHOT/org.wso2.carbon.logging-4.3.0-SNAPSHOT-sources.jar
2014-08-21 14:38:23,290 [Worker-8] INFO  c.n.h.c.p.n.NettyAsyncHttpProvider - Number of application's worked threads is 8
2014-08-21 14:38:23,828 [New I/O client worker #57-1] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded http://maven.wso2.org/nexus/content/repositories/snapshots/org/wso2/carbon/org.wso2.carbon.logging/4.3.0-SNAPSHOT/org.wso2.carbon.logging-4.3.0-SNAPSHOT-sources.jar
2014-08-21 14:38:23,839 [Worker-8] ERROR o.e.m.j.internal.DownloadSourcesJob - Could not download sources for org.wso2.carbon:org.wso2.carbon.logging:4.3.0-SNAPSHOT
org.eclipse.core.runtime.CoreException: Could not resolve artifact org.wso2.carbon:org.wso2.carbon.logging:jar:sources:4.3.0-SNAPSHOT
	at org.eclipse.m2e.core.internal.embedder.MavenImpl$5.call(MavenImpl.java:750) ~[org.eclipse.m2e.core_1.4.0.20130601-0317.jar:na]
	at org.eclipse.m2e.core.internal.embedder.MavenImpl$5.call(MavenImpl.java:1) ~[org.eclipse.m2e.core_1.4.0.20130601-0317.jar:na]
	at org.eclipse.m2e.core.internal.embedder.MavenExecutionContext.executeBare(MavenExecutionContext.java:161) ~[org.eclipse.m2e.core_1.4.0.20130601-0317.jar:na]
	at org.eclipse.m2e.core.internal.embedder.MavenExecutionContext.execute(MavenExecutionContext.java:137) ~[org.eclipse.m2e.core_1.4.0.20130601-0317.jar:na]
	at org.eclipse.m2e.core.internal.embedder.MavenExecutionContext.execute(MavenExecutionContext.java:89) ~[org.eclipse.m2e.core_1.4.0.20130601-0317.jar:na]
	at org.eclipse.m2e.core.internal.embedder.MavenImpl.resolve(MavenImpl.java:717) ~[org.eclipse.m2e.core_1.4.0.20130601-0317.jar:na]
	at org.eclipse.m2e.core.internal.embedder.MavenImpl.resolve(MavenImpl.java:694) ~[org.eclipse.m2e.core_1.4.0.20130601-0317.jar:na]
	at org.eclipse.m2e.jdt.internal.DownloadSourcesJob.download(DownloadSourcesJob.java:231) [org.eclipse.m2e.jdt_1.4.0.20130601-0317.jar:na]
	at org.eclipse.m2e.jdt.internal.DownloadSourcesJob.downloadAttachments(DownloadSourcesJob.java:210) [org.eclipse.m2e.jdt_1.4.0.20130601-0317.jar:na]
	at org.eclipse.m2e.jdt.internal.DownloadSourcesJob.downloadMaven(DownloadSourcesJob.java:184) [org.eclipse.m2e.jdt_1.4.0.20130601-0317.jar:na]
	at org.eclipse.m2e.jdt.internal.DownloadSourcesJob.run(DownloadSourcesJob.java:140) [org.eclipse.m2e.jdt_1.4.0.20130601-0317.jar:na]
	at org.eclipse.core.internal.jobs.Worker.run(Worker.java:53) [org.eclipse.core.jobs_3.5.300.v20130429-1813.jar:na]
2014-08-21 14:38:24,161 [Worker-1] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2014-08-21 14:38:24,162 [Worker-1] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2014-08-21 14:38:24,163 [Worker-1] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2014-08-21 14:38:24,164 [Worker-1] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2014-08-21 17:23:00,921 [Worker-19] INFO  c.n.h.c.p.n.NettyAsyncHttpProvider - Number of application's worked threads is 8
2014-08-21 17:23:02,105 [New I/O client worker #58-1] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded http://maven.wso2.org/nexus/content/groups/wso2-public/org/apache/axis2/wso2/axis2/1.6.1.wso2v11-SNAPSHOT/axis2-1.6.1.wso2v11-SNAPSHOT-sources.jar
2014-08-21 17:23:02,110 [Worker-19] INFO  c.n.h.c.p.n.NettyAsyncHttpProvider - Number of application's worked threads is 8
2014-08-21 17:23:02,579 [New I/O client worker #59-1] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded http://maven.wso2.org/nexus/content/repositories/releases/org/apache/axis2/wso2/axis2/1.6.1.wso2v11-SNAPSHOT/axis2-1.6.1.wso2v11-SNAPSHOT-sources.jar
2014-08-21 17:23:02,583 [Worker-19] INFO  c.n.h.c.p.n.NettyAsyncHttpProvider - Number of application's worked threads is 8
2014-08-21 17:23:03,055 [New I/O client worker #60-1] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded http://maven.wso2.org/nexus/content/repositories/snapshots/org/apache/axis2/wso2/axis2/1.6.1.wso2v11-SNAPSHOT/axis2-1.6.1.wso2v11-SNAPSHOT-sources.jar
2014-08-21 17:23:03,058 [Worker-19] ERROR o.e.m.j.internal.DownloadSourcesJob - Could not download sources for org.apache.axis2.wso2:axis2:1.6.1.wso2v11-SNAPSHOT
org.eclipse.core.runtime.CoreException: Could not resolve artifact org.apache.axis2.wso2:axis2:jar:sources:1.6.1.wso2v11-SNAPSHOT
	at org.eclipse.m2e.core.internal.embedder.MavenImpl$5.call(MavenImpl.java:750) ~[org.eclipse.m2e.core_1.4.0.20130601-0317.jar:na]
	at org.eclipse.m2e.core.internal.embedder.MavenImpl$5.call(MavenImpl.java:1) ~[org.eclipse.m2e.core_1.4.0.20130601-0317.jar:na]
	at org.eclipse.m2e.core.internal.embedder.MavenExecutionContext.executeBare(MavenExecutionContext.java:161) ~[org.eclipse.m2e.core_1.4.0.20130601-0317.jar:na]
	at org.eclipse.m2e.core.internal.embedder.MavenExecutionContext.execute(MavenExecutionContext.java:137) ~[org.eclipse.m2e.core_1.4.0.20130601-0317.jar:na]
	at org.eclipse.m2e.core.internal.embedder.MavenExecutionContext.execute(MavenExecutionContext.java:89) ~[org.eclipse.m2e.core_1.4.0.20130601-0317.jar:na]
	at org.eclipse.m2e.core.internal.embedder.MavenImpl.resolve(MavenImpl.java:717) ~[org.eclipse.m2e.core_1.4.0.20130601-0317.jar:na]
	at org.eclipse.m2e.core.internal.embedder.MavenImpl.resolve(MavenImpl.java:694) ~[org.eclipse.m2e.core_1.4.0.20130601-0317.jar:na]
	at org.eclipse.m2e.jdt.internal.DownloadSourcesJob.download(DownloadSourcesJob.java:231) [org.eclipse.m2e.jdt_1.4.0.20130601-0317.jar:na]
	at org.eclipse.m2e.jdt.internal.DownloadSourcesJob.downloadAttachments(DownloadSourcesJob.java:210) [org.eclipse.m2e.jdt_1.4.0.20130601-0317.jar:na]
	at org.eclipse.m2e.jdt.internal.DownloadSourcesJob.downloadMaven(DownloadSourcesJob.java:184) [org.eclipse.m2e.jdt_1.4.0.20130601-0317.jar:na]
	at org.eclipse.m2e.jdt.internal.DownloadSourcesJob.run(DownloadSourcesJob.java:140) [org.eclipse.m2e.jdt_1.4.0.20130601-0317.jar:na]
	at org.eclipse.core.internal.jobs.Worker.run(Worker.java:53) [org.eclipse.core.jobs_3.5.300.v20130429-1813.jar:na]
2014-08-21 17:23:08,901 [Worker-21] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2014-08-21 17:23:08,902 [Worker-21] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2014-08-21 17:23:08,905 [Worker-21] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2014-08-21 17:23:08,906 [Worker-21] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2014-08-22 08:55:12,307 [Worker-0] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2014-08-22 08:55:12,362 [Worker-0] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory /home/msffayaza/GitHub/carbon-apimgt/components/apimgt/org.wso2.carbon.apimgt.api/src/main/resources
2014-08-22 08:55:12,365 [Worker-0] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2014-08-22 08:55:12,366 [Worker-0] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory /home/msffayaza/GitHub/carbon-apimgt/components/apimgt/org.wso2.carbon.apimgt.api/src/test/resources
2014-08-22 08:55:31,603 [Worker-0] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for uddi:uddi4j:jar:1.0.1 is invalid, transitive dependencies (if any) will not be available, enable debug logging for more details
2014-08-22 08:55:31,680 [Worker-0] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for org.eclipse.core:org.eclipse.core.runtime:jar:3.5.0.v20090429-1800 is invalid, transitive dependencies (if any) will not be available, enable debug logging for more details
